parancsait	p a r a n t͡ʃ s a i t
sik	s i k
tagozatának	t a ɡ o z a t aː n a k
telepatikus	t e l e p a t i k u s
tiltotta	t i l t o t t a
turistáknak	t u r i s t a k n a k
tá	t áː
töltsék	t ø l t͡s e k
ugrál	ù ɡ r áː l
wolfe	w o l f e
zh	ʒ
éreztek	e ɾ e z t e k
öbb	ø b
öröklött	ø r ø k l ø t
örökségének	ø r ø k s e ɡ e n e k
akarattal	a k a r a t t a l
apokaliptikus	a p o k a l i p t i k u s
boot	b oː t
egyebkent	e ɡ j e b k e n t
egyenesek	e ɡ j e n e s e k
elm	æ l m
ems	ɛ m s
kinézek	k i n e z e k
kirándulást	k i r á n d u l á s t
közlöm	k ø z l ø m
letették	l e t e t t e k
letöltött	l e t ø l t ø t
medián	m e d i á n
mobiltelefonok	m o b i l t e l e f o n o k
mun	m u n
okosak	o k o s a k
olyanoknak	o l j a n o k n a k
parlamentnek	p a r l a m e n t n e k
pinot	p i n o t
sorait	s o r a i t
sorozatra	s o r o z a t r a
tartalmakat	t a r t a l m a k a t
tat	t a t
tik	t i k
tudniuk	t u d n i u k
tunézia	t u n eː z i a
törjön	t ø r j ø n
unión	u n i óː n
alapfogalmak	a l a p͡f o ɡ a l m a k
befolyó	b e f o l j óː
bekötött	b e k ø t ø t
duális	d u áː l i s
egyeztetni	e ɡ j e z t e t n i
elértek	e l e r t e k
filmesek	f i l m e s e k
hikaru	h ì k áː r ù
jöhettek	j ø h e t t e k
kiadónak	k i a d óː n a k
kísérletnek	k i s e r l e t n e k
lökött	l ø k ø t
mak	m a k
mozgalomnak	m o z ɡ a l o m n a k
nevelik	n e v e l i k
oldalnak	o l d a l n a k
pepsi	p é p s i
pitbull	p i t b u l
politikusokat	p o l i t i k u s o k a t
put	p u t
sot	s o t
tartaná	t a r t a n áː
tarthatnak	t a r tʰ a t n a k
ze	z e
zt	z t
zulu	z úː l u
értesül	e r t e s y l
öltözék	ø l t ø z e k
alkalmatlannak	a l k a l m a t l a n n a k
elkülönült	e l k y l ø n y l t
entry	æ n t r i
esetlen	e s e t l e n
felügyelte	f e l y ɡ j e l t e
flat	f l a t
foglalkozol	f o ɡ l a l k o z o l
folyosók	f o l j o s o k
fölül	f ø l y l
fönt	f ø n t
hegedüs	h e ɡ e d y s
kalandorok	k a l a n d o r o k
kedvelték	k e d v e l t e k
káin	k á i n
latba	l á t b àː
mehettek	m e h e t t e k
menekültügyi	m e n e k y l t y ɡ j i
minimálisan	m i n i m áː l i s a n
nyilatkozatban	ɲ i l a t k o z a t b a n
némelyikük	n e m e l j i k y k
nézhetek	n e z h e t e k
riportok	r i p o r t o k
sorsának	s o r s áː n a k
spartan	s p a r t a n
templomokban	t ɛ m p l o m o k b a n
területükön	t e r y l e t y k ø n
tudósokat	t u d óː s o k a t
törölköző	t ø r ø l k ø z ø
élvezték	e l v e z t e k
öltözet	ø l t ø z e t
ördögöt	ø r d ø ɡ ø t
digitalizált	d i ɡ i t a l i z a l t
faktorok	f a k t o r o k
felépítésének	f e l e p i t e s e n e k
fitch	f i t͡ʃ
fizikusok	f i z i k u s o k
iparosok	i p a r o s o k
kahn	k aː n
kapitánnyal	k a p i t á n ɲ a l
kifutott	k i f u t o t
kiugrik	k i ù ɡ r í k
közöltek	k ø z ø l t e k
küzdök	k y z d ø k
lufthansa	l u f t h a n s a
megrakott	m e ɡ r a k o t
megértsék	m e ɡ e r t͡s e k
népmesék	n e p m e s e k
polgármesterrel	p o l ɡ a r m e s t e r r e l
szerelemnek	ʃ e r e l e m n e k
tizenötödik	t i z e n ø t ø d i k
twain	tʷ á i n
törekednek	t ø r e k e d n e k
élveznek	e l v e z n e k
ütköznek	y t k ø z n e k
drum	d r u m
eltörik	e l t ø r i k
eltörött	e l t ø r ø t
etnikailag	e t n i k a i l á ɡ
karbantartása	k a r b a n t a r t aː s a
katonáit	k a t o n á i t
kutyust	k ú t j u s t
kísérleteztek	k i s e r l e t e z t e k
követeltek	k ø v e t e l t e k
köztudottan	k ø z t u d o t t a n
közöltem	k ø z ø l t e m
letett	l e t e t
nyilatkoztak	ɲ i l a t k o z t a k
nyomták	ɲ o m t á k
pip	p i p
programozott	p r o ɡ r a m o z o t
sütök	s y t ø k
tizennegyedik	t i z e n n e ɡ j e d i k
tutit	t u t i t
éneklik	e n e k l i k
ölik	ø l i k
üzemanyaggal	y z e m a ɲ a ɡ ɡ a l
alkalmazkodott	a l k a l m a z k o d o t
burn	b u r n
bántalmazták	b á n t a l m a z t á k
bányák	b á n j á k
bürokratikus	b y r o k r a t i k u s
drukkolok	d r u k k o l o k
eltitkolt	e l t i t k o l t
hordozott	h o r d o z o t
kartell	k a r t e l
kitöltött	k i t ø l t ø t
kínáltak	k i n á l t a k
kölök	k ø l ø k
lányhoz	l áː n j h o z
makacsul	m a k a t͡ʃ s u l
melegség	m e l e ɡ s eː ɡ
mondogatta	m o n d o ɡ a t t a
pelikán	p e l i k á n
polgároknak	p o l ɡ a r o k n a k
portugálok	p o r t u ɡ áː l o k
silk	s i l k
sínen	s iː n e n
sün	s y n
településén	t e l e p y l e s e n
tolta	t o l t a
utalásokat	u t a l áː s o k a t
öntudatlan	ø n t u d a t l a n
celldömölk	t͡ʃ e l d ø m ø l k
egyeztek	e ɡ j e z t e k
egyiküknek	e ɡ j i k y k n e k
fordítsuk	f o r d iː t͡s u k
férfihoz	f e r f i h o z
hátrább	h á t r á b
kaplan	k a p l a n
keletkezését	k e l e t k e z e s e t
körmöm	k ø r m ø m
középiskolások	k ø z e p i s k o l áː s o k
lekötött	l e k ø t ø t
licit	l i t͡ʃ i t
mechanizmust	m e t͡ʃ a n i z m u s t
megragadott	m e ɡ r a ɡ a d o t
nyílván	ɲ í l v á n
nézitek	n e z i t e k
ohm	oː m
ragadtak	r a ɡ a d t a k
syd	s yː d
tehetetlenül	t e h e t e t l e n y l
tehetnék	t e h e t n e k
tekintettem	t e k i n t e t t e m
zaklatta	z a k l a t t a
zömét	z ø m e t
alapismeretek	a l a p i s m e r e t e k
britt	b r i t
charleston	t͡ʃ a r l e s t o n
elesettek	e l e s e t t e k
fake	f á k èː
fedezzük	f e d e z z y k
fenomenális	f e n o m e n áː l i s
fiatalokkal	f i a t a l o k k a l
finomított	f i n o m i t o t
házelnök	h áː z e l n ø k
iskolások	i s k o l áː s o k
kikötött	k i k ø t ø t
kisiklott	k i s i k l o t
kritikusan	k r i t i k u s a n
kínának	k i n áː n a k
lala	l áː l àː
lefordított	l e f o r d i t o t
levezetni	l e v e z e t n i
megadatott	m e ɡ a d a t o t
minimal	m i n i m aː l
nord	n o r d
süss	s y s
tudósa	t u d óː s a
töltök	t ø l t ø k
történetbe	t ø r t e n e t b e
töröljük	t ø r ø l j y k
ufc	u f t͡ʃ
vörösek	ʋ ø r ø s e k
wat	w a t
ütnek	y t n e k
alaposabb	a l a p o s a b
dolgozniuk	d o l ɡ o z n i u k
egyeztetett	e ɡ j e z t e t e t
elfogása	e l f o ɡ áː s a
feltöltöm	f e l t ø l t ø m
holmikat	h o l m i k a t
hozhatnak	h o z h a t n a k
kialakultak	k i a l a k u l t a k
kifogása	k i f o ɡ áː s a
kohl	k o h l
költi	k ø l t i
középületek	k ø z e p y l e t e k
lawson	l á w s o n
lemezük	l e m e z y k
lepte	l é p t e
levéltárban	l e v e l t a r b a n
lépésnek	l e p e s n e k
mundi	m ú n d ìː
mérgezést	m e r ɡ e z e s t
püspöknek	p y s p ø k n e k
rust	r u s t
söpört	s ø p ø r t
tehették	t e h e t t e k
tulajdonságaik	t u l a j d o n s a ɡ a i k
tüntetnek	t y n t e t n e k
utazáshoz	u t a z áː ʃ o z
éneklek	e n e k l e k
ölnek	ø l n e k
ötkor	ø t k o r
ütköztek	y t k ø z t e k
bartlett	b a r t l e t
benito	b e n i t o
biztatta	b i z t a t t a
elköltöztek	e l k ø l t ø z t e k
erények	e ɾ e ɲ e k
gill	ɡ i l
hartmann	h a r t m a n
hatásosan	h a t áː s o s a n
homlokzatán	h o m l o k z a t á n
kezded	k é z d e d
kezdetnek	k e z d e t n e k
kifizetett	k i f i z e t e t
koránt	k o r á n t
köles	k ø l e s
költöztem	k ø l t ø z t e m
körhinta	k ø r h i n t a
kötelek	k ø t e l e k
lok	l o k
lovagol	l o v a ɡ o l
léc	l e k
megindultak	m e ɡ i n d u l t a k
nyomozót	ɲ o m o z ó t
polgárainak	p o l ɡ a r a i n a k
raboltak	r a b o l t a k
shu	ʃ uː
sorakoztak	s o r a k o z t a k
telepes	t e l e p e s
tetteket	t e t t e k e t
tevékenykednek	t e v e k e n y k e d n e k
tiltakozása	t i l t a k o z aː s a
titkolta	t i t k o l t a
utódot	u t óː d o t
zak	z a k
ököl	ø k ø l
öst	ø s t
üzemelnek	y z e m e l n e k
biciklizni	b i t͡ʃ i k l í z n iː
bok	b o k
egyedileg	e ɡ j e d i l e ɡ
elkötelezte	e l k ø t e l e z t e
eszén	e s z e n
eszük	e s z y k
fasírt	f a s i r t
felemelkedik	f e l e m e l k e d i k
foglalkoztatottak	f o ɡ l a l k o z t a t o t t a k
ginny	ɡ í n n i
gogol	ɡ ó ɡ o l
hemoglobin	h e m o ɡ l o b i n
hibásak	h i b áː s a k
huba	h ú b àː
irántuk	i r á n t u k
kanca	k á n t͡ʃ à
kaphattak	k a pʰ a t t a k
kifogások	k i f o ɡ áː s o k
kikiáltott	k i k i á l t o t
következhet	k ø v e t k e z h e t
közigazgatásilag	k ø z i ɡ a z ɡ a t áː s i l a ɡ
madarakkal	m a d a r a k k a l
madaraknak	m a d a r a k n a k
megismétli	m e ɡ i s m e t l i
oktatásügy	o k t a t áː s y ɡ y
ox	o k s
rokonságot	r o k o n s á ɡ o t
stu	s t uː
testületnek	t e s t y l e t n e k
tömböt	t ø m b ø t
wilkins	w i l k i n s
alkalmazottakat	a l k a l m a z o t t a k a t
alkalmazottal	a l k a l m a z o t t a l
birodalmak	b i r o d a l m a k
dinamika	d i n a m i k a
dok	d o k
elköltözik	e l k ø l t ø z i k
fil	f i l
fácán	f á t͡ʃ á n
gitárok	ɡ i t áː r o k
gould	ɡ u l d
györgynek	ɡ j ø r ɡ y n e k
izotóp	i z o t ó p
kapcsolatosak	k a p t͡ʃ s o l a t o s a k
kedveltek	k e d v e l t e k
kitartanak	k i t a r t a n a k
kivonult	k i v o n u l t
kínálok	k i n áː l o k
ködöt	k ø d ø t
lepett	l e p e t
lerombolta	l e r o m b o l t a
leírhatatlan	l e i r h a t a t l a n
metódus	m e t óː d u s
mok	m o k
nagyközönségnek	n a ɡ y k ø z ø n s e ɡ n e k
nyugodott	ɲ u ɡ o d o t
nyílások	ɲ iː l áː s o k
németnek	n e m e t n e k
papírokkal	p a p i r o k k a l
partik	p a r t i k
pokolból	p o k o l b ó l
publikál	p u b l i k áː l
pí	p íː
shit	ʃ i t
soho	s óː h o
sokkalta	s o k k a l t a
stabilak	s t a b i l a k
sümeg	s y m æ ɡ
területük	t e r y l e t y k
törpök	t ø r p ø k
tünetmentes	t y n e t m e n t e s
tüntetik	t y n t e t i k
égitestek	e ɡ i t e s t e k
önbizalmam	ø n b i z a l m a m
öntözés	ø n t ø z e s
ürügy	y ɾ y ɡ y
alkoholisták	a l k o h o l i s t aː k
alkoholmentes	a l k o h o l m e n t e s
anomália	a n o m áː l i a
becsülte	b e k s y l t e
dooku	d oː k u
dá	d áː
döntök	d ø n t ø k
egyhuzamban	e ɡ y h u z a m b a n
eseményekhez	e s e m e ɲ e kʰ e z
esten	e s t e n
gödröt	ɡ ø d r ø t
hibásnak	h i b áː s n a k
huxley	h u k s l i
iskoláit	i s k o l á i t
katalógusok	k a t a l óː ɡ u s o k
kifogásolta	k i f o ɡ áː s o l t a
kinézett	k i n e z e t
konyhán	k o n y h á n
kétezres	k e t e z r e s
köntösben	k ø n t ø s b e n
lehull	l e h u l
lépésének	l e p e s e n e k
marhaság	m a r h a s á ɡ
megégett	m e ɡ e ɡ e t
megígérték	m e ɡ i ɡ e r t e k
metabolikus	m e t a b o l i k u s
metafizika	m e t a f i z i k a
nevükben	n e v y k b e n
optimizmus	o p t i m i z m u s
palackban	p a l á k b a n
parkból	p a r k b ó l
pim	p i m
pirított	p i r i t o t
rohannak	r o h a n n a k
tanulniuk	t a n u l n i u k
tizenhatodik	t i z e n h a t o d i k
zenit	z e n i t
élükön	e l y k ø n
üzletekben	y z l e t e k b e n
adományoz	a d o m áː ɲ o z
alagsorban	a l a ɡ s o r b a n
bonyolultnak	b o ɲ o l u l t n a k
bullshit	b u l ʃ i t
börtönök	b ø r t ø n ø k
fordulhatnak	f o r d u l h a t n a k
hatékonyságának	h a t e k o n y s a ɡ aː n a k
hibával	h i b áː v a l
hányt	h á n y t
itta	i t t a
kami	k á m ìː
kapcsolatunkat	k a p t͡ʃ s o l a t u n k a t
kialakulóban	k i a l a k u l óː b a n
kifutón	k i f u t ó n
kijöttek	k i d ʒ ø t t e k
kom	k o m
kurzusok	k u r z u s o k
közelükben	k ø z e l y k b e n
legénységi	l e ɡ e n y s eː ɡ i
magasodik	m a ɡ a s o d i k
nevetnek	n e v e t n e k
nevettek	n e v e t t e k
palma	p a l m a
parancsnokának	p a r a n t͡ʃ s n o k aː n a k
partizán	p a r t i z á n
precízen	p r e t͡ʃ iː z e n
shan	ʃ a n
solt	s o l t
tagadhatatlan	t a ɡ a d h a t a t l a n
tampa	t á m p àː
tapolcán	t a p o l t͡ʃ á n
értesültek	e r t e s y l t e k
ördögnek	ø r d ø ɡ n e k
ülők	y l øː k
ütközést	y t k ø z e s t
alakokkal	a l a k o k k a l
alkonyatkor	a l k o ɲ a t k o r
büntetik	b y n t e t i k
dum	d u m
elefántot	e l e f á n t o t
elégedetlenek	e l e ɡ e d e t l e n e k
fitt	f i t
fizikális	f i z i k áː l i s
focicsapat	f o t͡ʃ i t͡ʃ s a p a t
hivatkoztak	h i v a t k o z t a k
irodalomnak	i r o d a l o m n a k
irántam	i r á n t a m
kialszik	k i a l s z i k
kihallgatása	k i h a l ɡ a t áː s a
közöljük	k ø z ø l j y k
muzulmánok	m u z u l m áː n o k
máglyán	m á ɡ l j á n
organizmus	o r ɡ a n i z m u s
remegett	r e m e ɡ e t
tanácsait	t a n á t͡ʃ s a i t
tarthatott	t a r tʰ a t o t
temettek	t e m e t t e k
tízparancsolat	t i z p a r a n t͡ʃ s o l aː t
tökéletesebb	t ø k e l e t e s e b
tömve	t ø m v e
töretlenül	t ø r e t l e n y l
tükrös	t y k r ø s
világosak	ʋ i l áː ɡ o s a k
zömök	z ø m ø k
öltönyt	ø l t ø n y t
üzletnek	y z l e t n e k
artagnan	a r t a ɡ n a n
bitch	b i t͡ʃ
botanika	b o t a n i k a
bámul	b áː m u l
dem	d ɛ m
elemekre	e l e m e k r e
ert	æ r t
etanol	e t a n o l
felekezetek	f e l e k e z e t e k
feltételezték	f e l t e t e l e z t e k
felugrott	f e l u ɡ r o t
hallgasson	h a l ɡ a s o n
hasonlítottak	h a s o n l iː t o t t a k
hatásfok	h a t áː s f o k
hitelesített	h i t e l e s i t e t
hitetlenek	h i t e t l e n e k
hányást	h á n j á s t
iratkozott	i r a t k o z o t
kapcsolataik	k a p t͡ʃ s o l a t a i k
kezdésnek	k e z d e s n e k
kinyitott	k i ɲ i t o t
kirándulások	k i r á n d u l áː s o k
kocsihoz	k ó t͡ʃ s i h o z
károsodása	k á r o s o d áː s a
lerakott	l e r a k o t
meet	m eː t
nyomtak	ɲ o m t a k
nyomult	ɲ o m u l t
okiratának	o k i r a t áː n a k
orient	o r i ɛ n t
pinty	p í n t i
puhább	p u h á b
tartalmazhatnak	t a r t a l m a z h a t n a k
tudásra	t u d áː s r a
tököt	t ø k ø t
törlik	t ø r l i k
tüzelni	t y z æ l n iː
vörösök	ʋ ø r ø s ø k
weblapok	w e b l a p o k
öltönyben	ø l t ø n y b e n
önzetlenül	ø n z e t l e n y l
ügynöksége	y ɡ y n ø k s eː ɡ e
